Name,API Name,Instance Family,gpu_model_raw,gpu_group,gpu_count,gpu_tdp_w_per_gpu,gpu_power_w_per_gpu,total_gpu_power_w,cpu_model_raw,cpu_group,vcpu_count,cpu_tdp_w_per_package,cpu_threads_per_package,cpu_tdp_w_per_vcpu,cpu_power_w_per_vcpu,total_cpu_power_w,total_power_w,total_power_mw,price_usd_per_hour,voll_usd_per_mwh,gpu_status,cpu_status,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,Memory Speed,Uses NUMA Architecture,NUMA Node Count,Max NUMA Distance,Cores per NUMA Node (Avg),Threads per NUMA Node (Avg),Memory per NUMA Node (Avg MB),L3 Cache per NUMA Node (Avg MB),L3 Cache Shared,Compute Units (ECU),vCPUs,GiB of Memory per vCPU,GPUs,GPU model,GPU memory,CUDA Compute Capability,FPGAs,ECU per vCPU,Physical Processor,Clock Speed(GHz),Intel AVX,Intel AVX2,Intel AVX-512,Intel Turbo,Instance Storage,Instance Storage: already warmed-up,Instance Storage: SSD TRIM Support,Arch,Network Performance,EBS Optimized: Baseline Bandwidth,EBS Optimized: Baseline Throughput (128K),EBS Optimized: Baseline IOPS (16K),EBS Optimized: Max Bandwidth,EBS Optimized: Max Throughput (128K),EBS Optimized: Max IOPS (16K),EBS Exposed as NVMe,Max IPs,Max ENIs,Enhanced Networking,Bare metal,Trunking compatible,Branch interface,VPC Only,IPv6 Support,Placement Group Support,Linux Virtualization,On EMR,Availability Zones,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Linux Spot Average cost,RHEL On Demand cost,RHEL Reserved cost,RHEL Spot Minimum cost,RHEL Spot Maximum cost,RHEL with HA On Demand cost,RHEL with HA Reserved cost,RHEL with HA Spot Minimum cost,RHEL with HA Spot Maximum cost,SLES On Demand cost,SLES Reserved cost,SLES Spot Minimum cost,SLES Spot Maximum cost,Windows On Demand cost,Windows Reserved cost,Windows Spot Minimum cost,Windows Spot Average cost,Dedicated Host On Demand,Dedicated Host Reserved,Windows SQL Web On Demand cost,Windows SQL Web Reserved cost,Windows SQL Std On Demand cost,Windows SQL Std Reserved cost,Windows SQL Ent On Demand cost,Windows SQL Ent Reserved cost,Linux SQL Web On Demand cost,Linux SQL Web Reserved cost,Linux SQL Std On Demand cost,Linux SQL Std Reserved cost,Linux SQL Ent On Demand cost,Linux SQL Ent Reserved cost,Linux Spot Interrupt Frequency,EMR cost,Generation,GPU Architectures,GPU Temp (Avg °C),FFmpeg Used CUDA,FFmpeg Speed,GPU Power Draw (Avg Watts),GPU Power Limit (Watts),GPU Graphics Clock (Avg MHz),GPU SM Clock (Avg MHz),GPU Memory Clock (Avg MHz),GPU Video Clock (Avg MHz),On Demand (Vantage),On Demand Numeric,On Demand Filled
G6e Graphics and Machine Learning GPU 48xlarge,g6e.48xlarge,g6e,NVIDIA L40S,NVIDIA L40S,8.0,350.0,315.0,2520.0,AMD EPYC 7R13 Processor,AMD EPYC 7R13,192.0,,,,,,2520.0,0.00252,30.1312,11956.825396825396,official,review_required,"3,635,502.959",GPU instance,142.0 fps,1536 GiB,3200 MT/s,Yes,2.0,32.0,48.0,96.0,763916 MB,192.0 MB,Yes,0 units,192 vCPUs,8.00 GiB/vCPU,8.0,NVIDIA L40S,384 GiB,8.9,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,7600 GB (4×1900 GB NVMe SSD),Yes,Yes,x86_64,400 Gigabit,60000 Mbps,7500 MB/s,240000 IOPS,60000 Mbps,7500 MB/s,240000 IOPS,Yes,2000.0,40.0,Yes,No,Yes,82.0,Yes,Yes,Yes,Unknown,No,,$30.1312 hourly,$18.9826 hourly,$4.8319 hourly,$9.9273 hourly,$31.9744 hourly,$20.8258 hourly,$6.6751 hourly,$13.8164 hourly,$33.9904 hourly,$22.8418 hourly,,,$30.2562 hourly,$19.0425 hourly,$4.9569 hourly,$12.0982 hourly,$38.9632 hourly,$27.8146 hourly,$12.2369 hourly,$12.564 hourly,$33.144 hourly,$20.881 hourly,,,,,,,,,,,,,10-15%,,current,"Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace",33.6°C,Yes,4.72x,78.0W,78.0W,2261 MHz,2261 MHz,9001 MHz,1868 MHz,,30.1312,30.1312
G6e Graphics and Machine Learning GPU Quadruple Extra Large,g6e.4xlarge,g6e,NVIDIA L40S,NVIDIA L40S,1.0,350.0,315.0,315.0,AMD EPYC 7R13 Processor,AMD EPYC 7R13,16.0,,,,,,315.0,0.000315,3.0042,9537.142857142857,official,review_required,"343,366.06",GPU instance,143.0 fps,128 GiB,3200 MT/s,No,,,,,,,,0 units,16 vCPUs,8.00 GiB/vCPU,1.0,NVIDIA L40S,48 GiB,8.9,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,600 GB NVMe SSD,Yes,Yes,x86_64,20 Gigabit,8000 Mbps,1000 MB/s,32000 IOPS,8000 Mbps,1000 MB/s,32000 IOPS,Yes,240.0,8.0,Yes,No,Yes,54.0,Yes,Yes,Yes,Unknown,No,,$3.0042 hourly,$1.8927 hourly,$1.1652 hourly,$1.1716 hourly,$3.177 hourly,$2.0655 hourly,$1.338 hourly,$1.3552 hourly,$3.401 hourly,$2.2895 hourly,,,$3.1292 hourly,$1.9526 hourly,$1.2902 hourly,$1.3074 hourly,$3.7402 hourly,$2.6287 hourly,$1.1945 hourly,$1.3177 hourly,$33.144 hourly,$20.881 hourly,,,,,,,,,,,,,>20%,,current,Ada Lovelace,30.0°C,Yes,4.76x,80.0W,80.0W,2520 MHz,2520 MHz,9001 MHz,1965 MHz,,3.0042,3.0042
G6e Graphics and Machine Learning GPU Eight Extra Large,g6e.8xlarge,g6e,NVIDIA L40S,NVIDIA L40S,1.0,350.0,315.0,315.0,AMD EPYC 7R13 Processor,AMD EPYC 7R13,32.0,,,,,,315.0,0.000315,4.5286,14376.507936507936,official,review_required,"692,715.662",GPU instance,110.0 fps,256 GiB,3200 MT/s,No,,,,,,,,0 units,32 vCPUs,8.00 GiB/vCPU,1.0,NVIDIA L40S,48 GiB,8.9,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,900 GB (2×450 GB NVMe SSD),Yes,Yes,x86_64,25 Gigabit,16000 Mbps,2000 MB/s,64000 IOPS,16000 Mbps,2000 MB/s,64000 IOPS,Yes,240.0,8.0,Yes,No,Yes,84.0,Yes,Yes,Yes,Unknown,No,,$4.5286 hourly,$2.853 hourly,$1.3352 hourly,$1.455 hourly,$4.8742 hourly,$3.1986 hourly,$1.6808 hourly,$2.0361 hourly,$5.3222 hourly,$3.6466 hourly,,,$4.6536 hourly,$2.9129 hourly,$1.4602 hourly,$1.8155 hourly,$6.0006 hourly,$4.325 hourly,$1.9839 hourly,$2.0594 hourly,$33.144 hourly,$20.881 hourly,,,,,,,,,,,,,15-20%,,current,Ada Lovelace,34.0°C,Yes,3.65x,78.0W,78.0W,2520 MHz,2520 MHz,9001 MHz,1965 MHz,,4.5286,4.5286
G6e Graphics and Machine Learning GPU Extra Large,g6e.xlarge,g6e,NVIDIA L40S,NVIDIA L40S,1.0,350.0,315.0,315.0,AMD EPYC 7R13 Processor,AMD EPYC 7R13,4.0,,,,,,315.0,0.000315,1.861,5907.936507936508,official,review_required,"79,400.526",GPU instance,146.0 fps,32 GiB,3200 MT/s,No,,,,,,,,0 units,4 vCPUs,8.00 GiB/vCPU,1.0,NVIDIA L40S,48 GiB,8.9,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,250 GB NVMe SSD,Yes,Yes,x86_64,Up to 20 Gigabit,1000 Mbps,125 MB/s,4000 IOPS,5000 Mbps,625 MB/s,20000 IOPS,Yes,60.0,4.0,Yes,No,Yes,18.0,Yes,Yes,Yes,Unknown,No,,$1.861 hourly,$1.1724 hourly,$0.8792 hourly,$1.0534 hourly,$1.9186 hourly,$1.23 hourly,$0.9368 hourly,$1.395 hourly,$1.9886 hourly,$1.30 hourly,,,$1.9173 hourly,$1.2224 hourly,$0.9355 hourly,$1.3937 hourly,$2.045 hourly,$1.3564 hourly,$0.4017 hourly,$0.4033 hourly,$33.144 hourly,$20.881 hourly,,,,,,,,,,,,,>20%,,current,Ada Lovelace,30.0°C,Yes,4.85x,82.0W,82.0W,2520 MHz,2520 MHz,9001 MHz,1965 MHz,,1.861,1.861
G6F Double Extra Large,g6f.2xlarge,g6f,NVIDIA L4,NVIDIA L4,0.25,72.0,64.8,16.2,AMD EPYC 7R13 Processor,AMD EPYC 7R13,8.0,,,,,,16.2,1.62e-05,0.475,29320.987654320987,official,review_required,"174,083.342",GPU instance,66.0 fps,32 GiB,3200 MT/s,No,,,,,,,,0 units,8 vCPUs,4.00 GiB/vCPU,0.25,NVIDIA L4,6 GiB,10.0,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,200 GB NVMe SSD,Yes,Yes,x86_64,Up to 10 Gigabit,2000 Mbps,250 MB/s,8000 IOPS,5000 Mbps,625 MB/s,20000 IOPS,Yes,60.0,4.0,Yes,No,Yes,38.0,Yes,Yes,Yes,Unknown,No,,$0.475 hourly,,$0.1541 hourly,$0.2074 hourly,$0.5902 hourly,,$0.2693 hourly,$0.3816 hourly,$0.7302 hourly,,,,$0.60 hourly,,$0.2791 hourly,$0.3914 hourly,$0.843 hourly,,$0.4155 hourly,$0.4187 hourly,$14.685 hourly,$9.56 hourly,$0.9782 hourly,,$1.803 hourly,,$3.843 hourly,,$0.6102 hourly,,$1.435 hourly,,$3.475 hourly,,>20%,,current,,,No,2.18x,,,,,,,,0.475,0.475
G6F Quadruple Extra Large,g6f.4xlarge,g6f,NVIDIA L4,NVIDIA L4,0.5,72.0,64.8,32.4,AMD EPYC 7R13 Processor,AMD EPYC 7R13,16.0,,,,,,32.4,3.24e-05,0.95,29320.987654320987,official,review_required,"348,754.836",GPU instance,122.0 fps,64 GiB,3200 MT/s,No,,,,,,,,0 units,16 vCPUs,4.00 GiB/vCPU,0.5,NVIDIA L4,12 GiB,10.0,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,450 GB NVMe SSD,Yes,Yes,x86_64,Up to 25 Gigabit,6000 Mbps,750 MB/s,24000 IOPS,6000 Mbps,750 MB/s,24000 IOPS,Yes,240.0,8.0,Yes,No,Yes,54.0,Yes,Yes,Yes,Unknown,No,,$0.95 hourly,,$0.3766 hourly,$0.4144 hourly,$1.1228 hourly,,$0.5494 hourly,$0.6157 hourly,$1.3468 hourly,,,,$1.075 hourly,,$0.5016 hourly,$0.5679 hourly,$1.686 hourly,,$0.831 hourly,$0.8343 hourly,$14.685 hourly,$9.56 hourly,$1.9564 hourly,,$3.606 hourly,,$7.686 hourly,,$1.2204 hourly,,$2.87 hourly,,$6.95 hourly,,15-20%,,current,,,No,4.07x,,,,,,,,0.95,0.95
G6F Large,g6f.large,g6f,NVIDIA L4,NVIDIA L4,0.125,72.0,64.8,8.1,AMD EPYC 7R13 Processor,AMD EPYC 7R13,2.0,,,,,,8.1,8.1e-06,0.202,24938.271604938273,official,review_required,"40,677.277",GPU instance,17.0 fps,8 GiB,3200 MT/s,No,,,,,,,,0 units,2 vCPUs,4.00 GiB/vCPU,0.125,NVIDIA L4,3 GiB,10.0,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,100 GB NVMe SSD,Yes,Yes,x86_64,Up to 10 Gigabit,936 Mbps,117 MB/s,3750 IOPS,5000 Mbps,625 MB/s,20000 IOPS,Yes,20.0,2.0,Yes,No,Yes,10.0,Yes,Yes,Yes,Unknown,No,,$0.202 hourly,,$0.054 hourly,$0.0644 hourly,$0.2308 hourly,,$0.0828 hourly,$0.1113 hourly,$0.2658 hourly,,,,$0.2583 hourly,,$0.1103 hourly,$0.1388 hourly,$0.294 hourly,,$0.1148 hourly,$0.1148 hourly,$14.685 hourly,$9.56 hourly,$0.3616 hourly,,$0.774 hourly,,$1.794 hourly,,$0.2696 hourly,,$0.682 hourly,,$1.702 hourly,,<5%,,current,,,No,0.57x,,,,,,,,0.202,0.202
G6F Extra Large,g6f.xlarge,g6f,NVIDIA L4,NVIDIA L4,0.125,72.0,64.8,8.1,AMD EPYC 7R13 Processor,AMD EPYC 7R13,4.0,,,,,,8.1,8.1e-06,0.2375,29320.987654320987,official,review_required,"70,975.469",GPU instance,30.0 fps,16 GiB,3200 MT/s,No,,,,,,,,0 units,4 vCPUs,4.00 GiB/vCPU,0.125,NVIDIA L4,3 GiB,10.0,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,100 GB NVMe SSD,Yes,Yes,x86_64,Up to 10 Gigabit,1000 Mbps,125 MB/s,4000 IOPS,5000 Mbps,625 MB/s,20000 IOPS,Yes,60.0,4.0,Yes,No,Yes,18.0,Yes,Yes,Yes,Unknown,No,,$0.2375 hourly,,$0.0859 hourly,$0.0904 hourly,$0.2951 hourly,,$0.1435 hourly,$0.1539 hourly,$0.3651 hourly,,,,$0.2938 hourly,,$0.1422 hourly,$0.1526 hourly,$0.4215 hourly,,$0.2078 hourly,$0.2101 hourly,$14.685 hourly,$9.56 hourly,$0.4891 hourly,,$0.9015 hourly,,$1.9215 hourly,,$0.3051 hourly,,$0.7175 hourly,,$1.7375 hourly,,5-10%,,current,,,No,0.99x,,,,,,,,0.2375,0.2375
G7E 12xlarge Extra Large,g7e.12xlarge,g7e,NVIDIA GB202,NVIDIA GB202,2.0,,,,Intel Xeon Scalable (Emerald Rapids),Intel Xeon Scalable (Emerald Rapids),48.0,,,,,,0.0,0.0,8.2861,,review_required,review_required,"1,199,200.533",GPU instance,71.0 fps,512 GiB,5600 MT/s,No,,,,,,,,0 units,48 vCPUs,10.67 GiB/vCPU,2.0,NVIDIA GB202,192 GiB,10.0,0,0.0000 units,Intel Xeon Scalable (Emerald Rapids),3.2 GHz,,,,,3800 GB NVMe SSD,Yes,Yes,x86_64,400 Gigabit,25000 Mbps,3125 MB/s,100000 IOPS,25000 Mbps,3125 MB/s,100000 IOPS,Yes,640.0,10.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,$8.2861 hourly,,$1.6707 hourly,$1.7346 hourly,$8.8045 hourly,,$2.1891 hourly,$2.3168 hourly,$9.4765 hourly,,,,$8.4111 hourly,,$1.7957 hourly,$1.9234 hourly,$10.4941 hourly,,$3.0366 hourly,$3.0929 hourly,$36.459 hourly,,$11.3053 hourly,,$16.2541 hourly,,$28.4941 hourly,,$9.0973 hourly,,$14.0461 hourly,,$26.2861 hourly,,>20%,,current,"Blackwell, Blackwell",25.0°C,Yes,2.36x,81.0W,81.0W,2336 MHz,2336 MHz,12481 MHz,1954 MHz,,8.2861,8.2861
G7E 24xlarge,g7e.24xlarge,g7e,NVIDIA GB202,NVIDIA GB202,4.0,,,,Intel Xeon Scalable (Emerald Rapids),Intel Xeon Scalable (Emerald Rapids),96.0,,,,,,0.0,0.0,16.5722,,review_required,review_required,"2,040,960.952",GPU instance,161.0 fps,1024 GiB,5600 MT/s,No,,,,,,,,0 units,96 vCPUs,10.67 GiB/vCPU,4.0,NVIDIA GB202,384 GiB,10.0,0,0.0000 units,Intel Xeon Scalable (Emerald Rapids),3.2 GHz,,,,,7600 GB (2×3800 GB NVMe SSD),Yes,Yes,x86_64,800 Gigabit,50000 Mbps,6250 MB/s,200000 IOPS,50000 Mbps,6250 MB/s,200000 IOPS,Yes,1280.0,20.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,$16.5722 hourly,,$3.5631 hourly,$3.7601 hourly,$17.609 hourly,,$4.5999 hourly,$4.9939 hourly,$18.953 hourly,,,,$16.6972 hourly,,$3.6881 hourly,$4.0821 hourly,$20.9882 hourly,,$6.0732 hourly,$6.0732 hourly,$36.459 hourly,,$22.6106 hourly,,$32.5082 hourly,,$56.9882 hourly,,$18.1946 hourly,,$28.0922 hourly,,$52.5722 hourly,,>20%,,current,"Blackwell, Blackwell, Blackwell, Blackwell",25.3°C,Yes,5.37x,80.0W,80.0W,2342 MHz,2342 MHz,12481 MHz,1941 MHz,,16.5722,16.5722
G7E Double Extra Large,g7e.2xlarge,g7e,NVIDIA GB202,NVIDIA GB202,1.0,,,,Intel Xeon Scalable (Emerald Rapids),Intel Xeon Scalable (Emerald Rapids),8.0,,,,,,0.0,0.0,3.3631,,review_required,review_required,"219,398.482",GPU instance,118.0 fps,64 GiB,5600 MT/s,No,,,,,,,,0 units,8 vCPUs,8.00 GiB/vCPU,1.0,NVIDIA GB202,96 GiB,10.0,0,0.0000 units,Intel Xeon Scalable (Emerald Rapids),3.2 GHz,,,,,1900 GB NVMe SSD,Yes,Yes,x86_64,50 Gigabit,2000 Mbps,250 MB/s,8000 IOPS,5000 Mbps,625 MB/s,20000 IOPS,Yes,256.0,4.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,$3.3631 hourly,,$0.9936 hourly,$1.015 hourly,$3.4783 hourly,,$1.1088 hourly,$1.1516 hourly,$3.6183 hourly,,,,$3.4881 hourly,,$1.1186 hourly,$1.1614 hourly,$3.7311 hourly,,$0.7457 hourly,$0.7488 hourly,$36.459 hourly,,$3.8663 hourly,,$4.6911 hourly,,$6.7311 hourly,,$3.4983 hourly,,$4.3231 hourly,,$6.3631 hourly,,15-20%,,current,Blackwell,20.0°C,Yes,3.92x,29.0W,29.0W,180 MHz,180 MHz,405 MHz,600 MHz,,3.3631,3.3631
G7E 48xlarge,g7e.48xlarge,g7e,NVIDIA GB202,NVIDIA GB202,8.0,,,,Intel Xeon Scalable (Emerald Rapids),Intel Xeon Scalable (Emerald Rapids),192.0,,,,,,0.0,0.0,33.1443,,review_required,review_required,"4,097,019.703",GPU instance,122.0 fps,2048 GiB,5600 MT/s,Yes,2.0,21.0,48.0,96.0,1023980 MB,320.0 MB,Yes,0 units,192 vCPUs,10.67 GiB/vCPU,8.0,NVIDIA GB202,768 GiB,10.0,0,0.0000 units,Intel Xeon Scalable (Emerald Rapids),3.2 GHz,,,,,15200 GB (4×3800 GB NVMe SSD),Yes,Yes,x86_64,1600 Gigabit,100000 Mbps,12500 MB/s,400000 IOPS,100000 Mbps,12500 MB/s,400000 IOPS,Yes,2560.0,40.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,$33.1443 hourly,,$9.7119 hourly,$10.2196 hourly,$34.9875 hourly,,$11.5551 hourly,$12.5704 hourly,$37.0035 hourly,,,,$33.2693 hourly,,$9.8369 hourly,$10.8522 hourly,$41.9763 hourly,,$12.1464 hourly,$12.1464 hourly,$36.459 hourly,,$45.2211 hourly,,$65.0163 hourly,,$113.9763 hourly,,$36.3891 hourly,,$56.1843 hourly,,$105.1443 hourly,,>20%,,current,"Blackwell, Blackwell, Blackwell, Blackwell, Blackwell, Blackwell, Blackwell, Blackwell",25.3°C,Yes,4.05x,74.0W,74.0W,2072 MHz,2072 MHz,10972 MHz,1762 MHz,,33.1443,33.1443
G7E Quadruple Extra Large,g7e.4xlarge,g7e,NVIDIA GB202,NVIDIA GB202,1.0,,,,Intel Xeon Scalable (Emerald Rapids),Intel Xeon Scalable (Emerald Rapids),16.0,,,,,,0.0,0.0,3.9982,,review_required,review_required,"383,524.43",GPU instance,152.0 fps,128 GiB,5600 MT/s,No,,,,,,,,0 units,16 vCPUs,8.00 GiB/vCPU,1.0,NVIDIA GB202,96 GiB,10.0,0,0.0000 units,Intel Xeon Scalable (Emerald Rapids),3.2 GHz,,,,,1900 GB NVMe SSD,Yes,Yes,x86_64,50 Gigabit,8000 Mbps,1000 MB/s,32000 IOPS,8000 Mbps,1000 MB/s,32000 IOPS,Yes,512.0,8.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,$3.9982 hourly,,$1.2241 hourly,$1.2367 hourly,$4.171 hourly,,$1.3969 hourly,$1.4221 hourly,$4.395 hourly,,,,$4.1232 hourly,,$1.3491 hourly,$1.3743 hourly,$4.7342 hourly,,$1.1886 hourly,$1.2487 hourly,$36.459 hourly,,$5.0046 hourly,,$6.6542 hourly,,$10.7342 hourly,,$4.2686 hourly,,$5.9182 hourly,,$9.9982 hourly,,10-15%,,current,Blackwell,24.0°C,Yes,5.07x,81.0W,81.0W,2370 MHz,2370 MHz,12481 MHz,1950 MHz,,3.9982,3.9982
G7E Eight Extra Large,g7e.8xlarge,g7e,NVIDIA GB202,NVIDIA GB202,1.0,,,,Intel Xeon Scalable (Emerald Rapids),Intel Xeon Scalable (Emerald Rapids),32.0,,,,,,0.0,0.0,5.2682,,review_required,review_required,"852,916.352",GPU instance,153.0 fps,256 GiB,5600 MT/s,No,,,,,,,,0 units,32 vCPUs,8.00 GiB/vCPU,1.0,NVIDIA GB202,96 GiB,10.0,0,0.0000 units,Intel Xeon Scalable (Emerald Rapids),3.2 GHz,,,,,1900 GB NVMe SSD,Yes,Yes,x86_64,100 Gigabit,16000 Mbps,2000 MB/s,64000 IOPS,16000 Mbps,2000 MB/s,64000 IOPS,Yes,512.0,8.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,$5.2682 hourly,,$1.0943 hourly,$1.1349 hourly,$5.6138 hourly,,$1.4399 hourly,$1.5211 hourly,$6.0618 hourly,,,,$5.3932 hourly,,$1.2193 hourly,$1.3005 hourly,$6.7402 hourly,,$1.9988 hourly,$1.9988 hourly,$36.459 hourly,,$7.281 hourly,,$10.5802 hourly,,$18.7402 hourly,,$5.809 hourly,,$9.1082 hourly,,$17.2682 hourly,,15-20%,,current,Blackwell,23.0°C,Yes,5.08x,80.0W,80.0W,2317 MHz,2317 MHz,12481 MHz,1950 MHz,,5.2682,5.2682
Gr6 Graphics and Machine Learning GPU High RAM ratio Quadruple Extra Large,gr6.4xlarge,gr6,NVIDIA L4,NVIDIA L4,1.0,72.0,64.8,64.8,AMD EPYC 7R13 Processor,AMD EPYC 7R13,16.0,,,,,,64.8,6.48e-05,1.5392,23753.086419753083,official,review_required,"326,914.236",GPU instance,127.0 fps,128 GiB,3200 MT/s,No,,,,,,,,0 units,16 vCPUs,8.00 GiB/vCPU,1.0,NVIDIA L4,24 GiB,8.9,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,600 GB NVMe SSD,Yes,Yes,x86_64,Up to 25 Gigabit,8000 Mbps,1000 MB/s,32000 IOPS,8000 Mbps,1000 MB/s,32000 IOPS,Yes,240.0,8.0,Yes,No,Yes,54.0,Yes,Yes,Yes,Unknown,Yes,,$1.5392 hourly,$1.002 hourly,$0.6559 hourly,$0.7033 hourly,$1.712 hourly,$1.1748 hourly,$0.8287 hourly,$0.9273 hourly,$1.936 hourly,$1.3988 hourly,,,$1.6642 hourly,$1.0619 hourly,$0.7809 hourly,$0.8795 hourly,$2.2752 hourly,$1.738 hourly,$0.9125 hourly,$0.914 hourly,,,$2.5456 hourly,$2.0084 hourly,$4.1952 hourly,$3.658 hourly,$8.2752 hourly,$7.738 hourly,$1.8096 hourly,$1.2724 hourly,$3.4592 hourly,$2.922 hourly,$7.5392 hourly,$7.002 hourly,>20%,$0.3848 hourly,current,Ada Lovelace,41.0°C,Yes,4.24x,27.0W,27.0W,2040 MHz,2040 MHz,6251 MHz,1770 MHz,,1.5392,1.5392
Gr6 Graphics and Machine Learning GPU High RAM ratio Eight Extra Large,gr6.8xlarge,gr6,NVIDIA L4,NVIDIA L4,1.0,72.0,64.8,64.8,AMD EPYC 7R13 Processor,AMD EPYC 7R13,32.0,,,,,,64.8,6.48e-05,2.4464,37753.08641975309,official,review_required,"644,316.923",GPU instance,134.0 fps,256 GiB,3200 MT/s,No,,,,,,,,0 units,32 vCPUs,8.00 GiB/vCPU,1.0,NVIDIA L4,24 GiB,8.9,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,900 GB (2×450 GB NVMe SSD),Yes,Yes,x86_64,25 Gigabit,16000 Mbps,2000 MB/s,64000 IOPS,16000 Mbps,2000 MB/s,64000 IOPS,Yes,240.0,8.0,Yes,No,Yes,84.0,Yes,Yes,Yes,Unknown,Yes,,$2.4464 hourly,$1.5926 hourly,$0.911 hourly,$0.933 hourly,$2.792 hourly,$1.9382 hourly,$1.2566 hourly,$1.2922 hourly,$3.24 hourly,$2.3862 hourly,,,$2.5714 hourly,$1.6525 hourly,$1.036 hourly,$1.0716 hourly,$3.9184 hourly,$3.0646 hourly,$1.7166 hourly,$1.741 hourly,,,$4.4592 hourly,$3.6054 hourly,$7.7584 hourly,$6.9046 hourly,$15.9184 hourly,$15.0646 hourly,$2.9872 hourly,$2.1334 hourly,$6.2864 hourly,$5.4326 hourly,$14.4464 hourly,$13.5926 hourly,10-15%,$0.6116 hourly,current,Ada Lovelace,41.0°C,Yes,4.45x,27.0W,27.0W,2040 MHz,2040 MHz,6251 MHz,1770 MHz,,2.4464,2.4464
GR6F Quadruple Extra Large,gr6f.4xlarge,gr6f,NVIDIA L4,NVIDIA L4,0.5,72.0,64.8,32.4,AMD EPYC 7R13 Processor,AMD EPYC 7R13,16.0,,,,,,32.4,3.24e-05,1.066,32901.234567901236,official,review_required,"331,434.49",GPU instance,118.0 fps,128 GiB,3200 MT/s,No,,,,,,,,0 units,16 vCPUs,8.00 GiB/vCPU,0.5,NVIDIA L4,12 GiB,10.0,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,450 GB NVMe SSD,Yes,Yes,x86_64,Up to 25 Gigabit,8000 Mbps,1000 MB/s,32000 IOPS,8000 Mbps,1000 MB/s,32000 IOPS,Yes,240.0,8.0,Yes,No,Yes,54.0,Yes,Yes,Yes,Unknown,No,,$1.066 hourly,,$0.3965 hourly,$0.453 hourly,$1.2388 hourly,,$0.5693 hourly,$0.7028 hourly,$1.4628 hourly,,,,$1.191 hourly,,$0.5215 hourly,$0.655 hourly,$1.802 hourly,,$0.8426 hourly,$0.877 hourly,,,$2.0724 hourly,,$3.722 hourly,,$7.802 hourly,,$1.3364 hourly,,$2.986 hourly,,$7.066 hourly,,>20%,,current,,,No,3.94x,,,,,,,,1.066,1.066
INF1 24xlarge,inf1.24xlarge,inf1,AWS Inferentia,AWS Inferentia,16.0,,,,Intel Xeon Platinum 8275CL (Cascade Lake),Intel Xeon Platinum 8275CL,96.0,,48.0,,,,0.0,0.0,4.721,,review_required,review_required,"1,539,880.499",Machine Learning ASIC Instances,194.0 fps,192 GiB,2933 MT/s,Yes,2.0,21.0,24.0,48.0,94647 MB,35.0 MB,Yes,0 units,96 vCPUs,2.00 GiB/vCPU,16.0,AWS Inferentia,128 GiB,0.0,0,0.0000 units,Intel Xeon Platinum 8275CL (Cascade Lake),,,,,,EBS only,,,x86_64,100 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,330.0,11.0,Yes,No,Yes,111.0,Yes,Yes,Yes,Unknown,No,,$4.721 hourly,$2.974 hourly,$0.8127 hourly,$1.1026 hourly,$5.758 hourly,$4.011 hourly,$1.8497 hourly,$2.3625 hourly,$7.102 hourly,$5.355 hourly,,,$4.846 hourly,$3.034 hourly,$0.9377 hourly,$1.4505 hourly,,,,,$5.193 hourly,$3.272 hourly,,,,,,,$6.344 hourly,$4.597 hourly,$16.241 hourly,$14.494 hourly,$40.721 hourly,$38.974 hourly,>20%,,current,,,No,6.47x,,,,,,,,4.721,4.721
