Source File,Public ID,Organization,Availability,System Name,CPU,Processors per node,Total Processors,GPU,GPU Raw,GPU Form Factor,GPU Memory,Accelerator Model Name,Total Accelerators,Division/Power,# of Nodes,Accelerators per node,Benchmark,Benchmark Model,Scenario,Metric,Value
Table - Inference (5).csv,3.1-0109,NVIDIA,Available Cloud,NVIDIA DGX H100 (8x H100-SXM-80GB; MaxQ; TensorRT),Intel(R) Xeon(R) Platinum 8480C,2,2,NVIDIA H100,NVIDIA H100-SXM-80GB,SXM,80GB,NVIDIA H100-SXM-80GB,8,Closed - Power,1,8,Inference,RNN-T,Offline,samples/s,125479.0
Table - Inference (5).csv,3.1-0109,NVIDIA,Available Cloud,NVIDIA DGX H100 (8x H100-SXM-80GB; MaxQ; TensorRT),Intel(R) Xeon(R) Platinum 8480C,2,2,NVIDIA H100,NVIDIA H100-SXM-80GB,SXM,80GB,NVIDIA H100-SXM-80GB,8,Closed - Power,1,8,Inference,RNN-T,Offline,System Watts,4199.93
Table - Inference (5).csv,3.1-0109,NVIDIA,Available Cloud,NVIDIA DGX H100 (8x H100-SXM-80GB; MaxQ; TensorRT),Intel(R) Xeon(R) Platinum 8480C,2,2,NVIDIA H100,NVIDIA H100-SXM-80GB,SXM,80GB,NVIDIA H100-SXM-80GB,8,Closed - Power,1,8,Inference,RNN-T,Server,queries/s,112015.0
Table - Inference (5).csv,3.1-0109,NVIDIA,Available Cloud,NVIDIA DGX H100 (8x H100-SXM-80GB; MaxQ; TensorRT),Intel(R) Xeon(R) Platinum 8480C,2,2,NVIDIA H100,NVIDIA H100-SXM-80GB,SXM,80GB,NVIDIA H100-SXM-80GB,8,Closed - Power,1,8,Inference,RNN-T,Server,System Watts,4400.42
Table - Inference (5).csv,3.1-0109,NVIDIA,Available Cloud,NVIDIA DGX H100 (8x H100-SXM-80GB; MaxQ; TensorRT),Intel(R) Xeon(R) Platinum 8480C,2,2,NVIDIA H100,NVIDIA H100-SXM-80GB,SXM,80GB,NVIDIA H100-SXM-80GB,8,Closed - Power,1,8,Inference,DLRM-v2-99,Offline,samples/s,273527.0
Table - Inference (5).csv,3.1-0109,NVIDIA,Available Cloud,NVIDIA DGX H100 (8x H100-SXM-80GB; MaxQ; TensorRT),Intel(R) Xeon(R) Platinum 8480C,2,2,NVIDIA H100,NVIDIA H100-SXM-80GB,SXM,80GB,NVIDIA H100-SXM-80GB,8,Closed - Power,1,8,Inference,DLRM-v2-99,Offline,System Watts,5629.87
Table - Inference (5).csv,3.1-0109,NVIDIA,Available Cloud,NVIDIA DGX H100 (8x H100-SXM-80GB; MaxQ; TensorRT),Intel(R) Xeon(R) Platinum 8480C,2,2,NVIDIA H100,NVIDIA H100-SXM-80GB,SXM,80GB,NVIDIA H100-SXM-80GB,8,Closed - Power,1,8,Inference,DLRM-v2-99,Server,queries/s,244023.0
Table - Inference (5).csv,3.1-0109,NVIDIA,Available Cloud,NVIDIA DGX H100 (8x H100-SXM-80GB; MaxQ; TensorRT),Intel(R) Xeon(R) Platinum 8480C,2,2,NVIDIA H100,NVIDIA H100-SXM-80GB,SXM,80GB,NVIDIA H100-SXM-80GB,8,Closed - Power,1,8,Inference,DLRM-v2-99,Server,System Watts,5794.91
Table - Inference (5).csv,3.1-0109,NVIDIA,Available Cloud,NVIDIA DGX H100 (8x H100-SXM-80GB; MaxQ; TensorRT),Intel(R) Xeon(R) Platinum 8480C,2,2,NVIDIA H100,NVIDIA H100-SXM-80GB,SXM,80GB,NVIDIA H100-SXM-80GB,8,Closed - Power,1,8,Inference,gptj-99,Offline,samples/s,64.51
Table - Inference (5).csv,3.1-0109,NVIDIA,Available Cloud,NVIDIA DGX H100 (8x H100-SXM-80GB; MaxQ; TensorRT),Intel(R) Xeon(R) Platinum 8480C,2,2,NVIDIA H100,NVIDIA H100-SXM-80GB,SXM,80GB,NVIDIA H100-SXM-80GB,8,Closed - Power,1,8,Inference,gptj-99,Offline,System Watts,3805.44
Table - Inference (5).csv,3.1-0109,NVIDIA,Available Cloud,NVIDIA DGX H100 (8x H100-SXM-80GB; MaxQ; TensorRT),Intel(R) Xeon(R) Platinum 8480C,2,2,NVIDIA H100,NVIDIA H100-SXM-80GB,SXM,80GB,NVIDIA H100-SXM-80GB,8,Closed - Power,1,8,Inference,gptj-99,Server,queries/s,48.98
Table - Inference (5).csv,3.1-0109,NVIDIA,Available Cloud,NVIDIA DGX H100 (8x H100-SXM-80GB; MaxQ; TensorRT),Intel(R) Xeon(R) Platinum 8480C,2,2,NVIDIA H100,NVIDIA H100-SXM-80GB,SXM,80GB,NVIDIA H100-SXM-80GB,8,Closed - Power,1,8,Inference,gptj-99,Server,System Watts,3830.87
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,3D U-Net-99.0,Offline,samples/s,27.36
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,3D U-Net-99.0,Offline,System Watts,2144.75
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,3D U-Net-99.9,Offline,samples/s,27.36
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,3D U-Net-99.9,Offline,System Watts,2144.75
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,BERT-99.0,Offline,samples/s,39646.9
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,BERT-99.0,Offline,System Watts,3047.66
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,BERT-99.0,Server,queries/s,33011.5
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,BERT-99.0,Server,System Watts,3348.38
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,BERT-99.9,Offline,samples/s,34374.1
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,BERT-99.9,Offline,System Watts,3310.2
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,BERT-99.9,Server,queries/s,28513.0
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,BERT-99.9,Server,System Watts,3116.67
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,ResNet,Offline,samples/s,348572.0
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,ResNet,Offline,System Watts,2268.11
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,ResNet,Server,queries/s,240024.0
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,ResNet,Server,System Watts,2272.53
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,RetinaNet,Offline,samples/s,6719.02
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,RetinaNet,Offline,System Watts,2254.6
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,RetinaNet,Server,queries/s,6303.18
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,RetinaNet,Server,System Watts,2347.19
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,RNN-T,Offline,samples/s,98684.6
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,RNN-T,Offline,System Watts,2235.99
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,RNN-T,Server,queries/s,88023.0
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,RNN-T,Server,System Watts,2248.54
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,DLRM-v2-99,Offline,samples/s,162281.0
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,DLRM-v2-99,Offline,System Watts,2955.39
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,DLRM-v2-99,Server,queries/s,132024.0
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,DLRM-v2-99,Server,System Watts,3049.98
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,gptj-99,Offline,samples/s,50.57
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,gptj-99,Offline,System Watts,2195.34
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,gptj-99,Server,queries/s,40.01
Table - Inference (5).csv,3.1-0113,NVIDIA,Available Cloud,Gigabyte G482-Z54 (8x H100-PCIe-80GB; MaxQ; TensorRT),AMD EPYC 7742 64-Core Processor,2,2,NVIDIA H100,NVIDIA H100-PCIe-80GB,PCIe,80GB,NVIDIA H100-PCIe-80GB,8,Closed - Power,1,8,Inference,gptj-99,Server,System Watts,2187.31
Table - Inference (5).csv,3.1-0123,Qualcomm,Available Cloud,GIGABYTE G292-Z43 (16x QAIC100 Pro; EE),AMD EPYC 7742 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16,Closed - Power,1,16,Inference,BERT-99.0,Offline,samples/s,10068.2
Table - Inference (5).csv,3.1-0123,Qualcomm,Available Cloud,GIGABYTE G292-Z43 (16x QAIC100 Pro; EE),AMD EPYC 7742 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16,Closed - Power,1,16,Inference,BERT-99.0,Offline,System Watts,1098.44
Table - Inference (5).csv,3.1-0123,Qualcomm,Available Cloud,GIGABYTE G292-Z43 (16x QAIC100 Pro; EE),AMD EPYC 7742 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16,Closed - Power,1,16,Inference,BERT-99.0,Server,queries/s,9777.31
Table - Inference (5).csv,3.1-0123,Qualcomm,Available Cloud,GIGABYTE G292-Z43 (16x QAIC100 Pro; EE),AMD EPYC 7742 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16,Closed - Power,1,16,Inference,BERT-99.0,Server,System Watts,1091.04
Table - Inference (5).csv,3.1-0123,Qualcomm,Available Cloud,GIGABYTE G292-Z43 (16x QAIC100 Pro; EE),AMD EPYC 7742 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16,Closed - Power,1,16,Inference,BERT-99.9,Offline,samples/s,5584.38
Table - Inference (5).csv,3.1-0123,Qualcomm,Available Cloud,GIGABYTE G292-Z43 (16x QAIC100 Pro; EE),AMD EPYC 7742 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16,Closed - Power,1,16,Inference,BERT-99.9,Offline,System Watts,1191.47
Table - Inference (5).csv,3.1-0123,Qualcomm,Available Cloud,GIGABYTE G292-Z43 (16x QAIC100 Pro; EE),AMD EPYC 7742 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16,Closed - Power,1,16,Inference,BERT-99.9,Server,queries/s,5354.05
Table - Inference (5).csv,3.1-0123,Qualcomm,Available Cloud,GIGABYTE G292-Z43 (16x QAIC100 Pro; EE),AMD EPYC 7742 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16,Closed - Power,1,16,Inference,BERT-99.9,Server,System Watts,1163.16
Table - Inference (5).csv,3.1-0123,Qualcomm,Available Cloud,GIGABYTE G292-Z43 (16x QAIC100 Pro; EE),AMD EPYC 7742 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16,Closed - Power,1,16,Inference,ResNet,Offline,samples/s,337737.0
Table - Inference (5).csv,3.1-0123,Qualcomm,Available Cloud,GIGABYTE G292-Z43 (16x QAIC100 Pro; EE),AMD EPYC 7742 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16,Closed - Power,1,16,Inference,ResNet,Offline,System Watts,1425.32
Table - Inference (5).csv,3.1-0123,Qualcomm,Available Cloud,GIGABYTE G292-Z43 (16x QAIC100 Pro; EE),AMD EPYC 7742 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16,Closed - Power,1,16,Inference,ResNet,Server,queries/s,328050.0
Table - Inference (5).csv,3.1-0123,Qualcomm,Available Cloud,GIGABYTE G292-Z43 (16x QAIC100 Pro; EE),AMD EPYC 7742 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16,Closed - Power,1,16,Inference,ResNet,Server,System Watts,1417.29
Table - Inference (5).csv,3.1-0123,Qualcomm,Available Cloud,GIGABYTE G292-Z43 (16x QAIC100 Pro; EE),AMD EPYC 7742 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16,Closed - Power,1,16,Inference,RetinaNet,Offline,samples/s,3949.99
Table - Inference (5).csv,3.1-0123,Qualcomm,Available Cloud,GIGABYTE G292-Z43 (16x QAIC100 Pro; EE),AMD EPYC 7742 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16,Closed - Power,1,16,Inference,RetinaNet,Offline,System Watts,982.86
Table - Inference (5).csv,3.1-0123,Qualcomm,Available Cloud,GIGABYTE G292-Z43 (16x QAIC100 Pro; EE),AMD EPYC 7742 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16,Closed - Power,1,16,Inference,RetinaNet,Server,queries/s,3804.75
Table - Inference (5).csv,3.1-0123,Qualcomm,Available Cloud,GIGABYTE G292-Z43 (16x QAIC100 Pro; EE),AMD EPYC 7742 64-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,16,Closed - Power,1,16,Inference,RetinaNet,Server,System Watts,980.13
Table - Inference (5).csv,3.1-0124,Qualcomm,Available Cloud,GIGABYTE R282-Z93 (8x QAIC100 Pro; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.0,Offline,samples/s,5031.42
Table - Inference (5).csv,3.1-0124,Qualcomm,Available Cloud,GIGABYTE R282-Z93 (8x QAIC100 Pro; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.0,Offline,System Watts,534.62
Table - Inference (5).csv,3.1-0124,Qualcomm,Available Cloud,GIGABYTE R282-Z93 (8x QAIC100 Pro; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.0,Server,queries/s,4804.25
Table - Inference (5).csv,3.1-0124,Qualcomm,Available Cloud,GIGABYTE R282-Z93 (8x QAIC100 Pro; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.0,Server,System Watts,529.57
Table - Inference (5).csv,3.1-0124,Qualcomm,Available Cloud,GIGABYTE R282-Z93 (8x QAIC100 Pro; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.9,Offline,samples/s,2915.72
Table - Inference (5).csv,3.1-0124,Qualcomm,Available Cloud,GIGABYTE R282-Z93 (8x QAIC100 Pro; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.9,Offline,System Watts,617.11
Table - Inference (5).csv,3.1-0124,Qualcomm,Available Cloud,GIGABYTE R282-Z93 (8x QAIC100 Pro; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.9,Server,queries/s,2778.99
Table - Inference (5).csv,3.1-0124,Qualcomm,Available Cloud,GIGABYTE R282-Z93 (8x QAIC100 Pro; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,BERT-99.9,Server,System Watts,599.4
Table - Inference (5).csv,3.1-0124,Qualcomm,Available Cloud,GIGABYTE R282-Z93 (8x QAIC100 Pro; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,ResNet,Offline,samples/s,169969.0
Table - Inference (5).csv,3.1-0124,Qualcomm,Available Cloud,GIGABYTE R282-Z93 (8x QAIC100 Pro; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,ResNet,Offline,System Watts,686.11
Table - Inference (5).csv,3.1-0124,Qualcomm,Available Cloud,GIGABYTE R282-Z93 (8x QAIC100 Pro; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,ResNet,Server,queries/s,148018.0
Table - Inference (5).csv,3.1-0124,Qualcomm,Available Cloud,GIGABYTE R282-Z93 (8x QAIC100 Pro; EE),AMD EPYC 7282 16-Core Processor,2,2,QUALCOMM Cloud,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,PCIe,,QUALCOMM Cloud AI 100 PCIe/HHHL Pro,8,Closed - Power,1,8,Inference,ResNet,Server,System Watts,631.21
