instance_type,GPU model,Physical Processor,GPUs,vCPUs,On Demand Filled,gpu_model_clean,cpu_model_clean,gpu_count,vcpu_count,price_usd_per_hour,gpu_tdp_w_per_gpu,gpu_power_w_per_gpu_at_util,total_gpu_power_w,cpu_tdp_w_package,threads_per_package,cpu_tdp_w_per_vcpu,cpu_power_w_per_vcpu_at_util,total_cpu_power_w,total_power_w,total_power_mw,voll_usd_per_mwh,gpu_mapping_status,cpu_mapping_status,cpu_source_type,cpu_source_name,cpu_source_note,Name,Instance Family,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,Memory Speed,Uses NUMA Architecture,NUMA Node Count,Max NUMA Distance,Cores per NUMA Node (Avg),Threads per NUMA Node (Avg),Memory per NUMA Node (Avg MB),L3 Cache per NUMA Node (Avg MB),L3 Cache Shared,Compute Units (ECU),GiB of Memory per vCPU,GPU memory,CUDA Compute Capability,FPGAs,ECU per vCPU,Clock Speed(GHz),Intel AVX,Intel AVX2,Intel AVX-512,Intel Turbo,Instance Storage,Instance Storage: already warmed-up,Instance Storage: SSD TRIM Support,Arch,Network Performance,EBS Optimized: Baseline Bandwidth,EBS Optimized: Baseline Throughput (128K),EBS Optimized: Baseline IOPS (16K),EBS Optimized: Max Bandwidth,EBS Optimized: Max Throughput (128K),EBS Optimized: Max IOPS (16K),EBS Exposed as NVMe,Max IPs,Max ENIs,Enhanced Networking,Bare metal,Trunking compatible,Branch interface,VPC Only,IPv6 Support,Placement Group Support,Linux Virtualization,On EMR,Availability Zones,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Linux Spot Average cost,RHEL On Demand cost,RHEL Reserved cost,RHEL Spot Minimum cost,RHEL Spot Maximum cost,RHEL with HA On Demand cost,RHEL with HA Reserved cost,RHEL with HA Spot Minimum cost,RHEL with HA Spot Maximum cost,SLES On Demand cost,SLES Reserved cost,SLES Spot Minimum cost,SLES Spot Maximum cost,Windows On Demand cost,Windows Reserved cost,Windows Spot Minimum cost,Windows Spot Average cost,Dedicated Host On Demand,Dedicated Host Reserved,Windows SQL Web On Demand cost,Windows SQL Web Reserved cost,Windows SQL Std On Demand cost,Windows SQL Std Reserved cost,Windows SQL Ent On Demand cost,Windows SQL Ent Reserved cost,Linux SQL Web On Demand cost,Linux SQL Web Reserved cost,Linux SQL Std On Demand cost,Linux SQL Std Reserved cost,Linux SQL Ent On Demand cost,Linux SQL Ent Reserved cost,Linux Spot Interrupt Frequency,EMR cost,Generation,GPU Architectures,GPU Temp (Avg °C),FFmpeg Used CUDA,FFmpeg Speed,GPU Power Draw (Avg Watts),GPU Power Limit (Watts),GPU Graphics Clock (Avg MHz),GPU SM Clock (Avg MHz),GPU Memory Clock (Avg MHz),GPU Video Clock (Avg MHz),On Demand (Vantage),On Demand Numeric
g6e.16xlarge,NVIDIA L40S,AMD EPYC 7R13 Processor,1.0,64 vCPUs,7.5772,L40S,AMD EPYC 7R13 Processor,1.0,64.0,7.5772,350,315.0,315.0,280.0,96.0,2.9166666666666665,1.4583333333333333,93.33333333333331,408.3333333333333,0.0004083333333333,18556.408163265307,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,G6e Graphics and Machine Learning GPU 16xlarge Extra Large,g6e,"1,347,368.421",GPU instance,129.0 fps,512 GiB,3200 MT/s,No,,,,,,,,0 units,8.00 GiB/vCPU,48 GiB,8.9,0,0.0000 units,2.6 GHz,,,,,1900 GB (2×950 GB NVMe SSD),Yes,Yes,x86_64,35 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,750.0,15.0,Yes,No,Yes,107.0,Yes,Yes,Yes,Unknown,No,,$7.5772 hourly,$4.7736 hourly,$2.0672 hourly,$2.1347 hourly,$8.2684 hourly,$5.4648 hourly,$2.7584 hourly,$2.8786 hourly,$9.1644 hourly,$6.3608 hourly,,,$7.7022 hourly,$4.8335 hourly,$2.1922 hourly,$2.3124 hourly,$10.5212 hourly,$7.7176 hourly,$3.8004 hourly,$3.8013 hourly,$33.144 hourly,$20.881 hourly,,,,,,,,,,,,,>20%,,current,Ada Lovelace,34.0°C,Yes,4.29x,80.0W,80.0W,2520 MHz,2520 MHz,9001 MHz,1965 MHz,,7.5772
g6e.24xlarge,NVIDIA L40S,AMD EPYC 7R13 Processor,4.0,96 vCPUs,15.0656,L40S,AMD EPYC 7R13 Processor,4.0,96.0,15.0656,350,315.0,1260.0,280.0,96.0,2.9166666666666665,1.4583333333333333,140.0,1400.0,0.0014,10761.142857142857,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,G6e Graphics and Machine Learning GPU 24xlarge,g6e,"1,793,470.646",GPU instance,144.0 fps,768 GiB,3200 MT/s,No,,,,,,,,0 units,8.00 GiB/vCPU,192 GiB,8.9,0,0.0000 units,2.6 GHz,,,,,3800 GB (2×1900 GB NVMe SSD),Yes,Yes,x86_64,200 Gigabit,30000 Mbps,3750 MB/s,120000 IOPS,30000 Mbps,3750 MB/s,120000 IOPS,Yes,1000.0,20.0,Yes,No,Yes,102.0,Yes,Yes,Yes,Unknown,No,,$15.0656 hourly,$9.4913 hourly,$4.5175 hourly,$4.6809 hourly,$16.1024 hourly,$10.5281 hourly,$5.5543 hourly,$5.8582 hourly,$17.4464 hourly,$11.8721 hourly,,,$15.1906 hourly,$9.5512 hourly,$4.6425 hourly,$4.9464 hourly,$19.4816 hourly,$13.9073 hourly,$5.9226 hourly,$6.062 hourly,$33.144 hourly,$20.881 hourly,,,,,,,,,,,,,>20%,,current,"Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace",31.3°C,Yes,4.80x,78.0W,78.0W,2520 MHz,2520 MHz,9001 MHz,1965 MHz,,15.0656
g6e.2xlarge,NVIDIA L40S,AMD EPYC 7R13 Processor,1.0,8 vCPUs,2.2421,L40S,AMD EPYC 7R13 Processor,1.0,8.0,2.2421,350,315.0,315.0,280.0,96.0,2.9166666666666665,1.4583333333333333,11.666666666666666,326.6666666666667,0.0003266666666666,6863.571428571429,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,G6e Graphics and Machine Learning GPU Double Extra Large,g6e,"163,968.026",GPU instance,143.0 fps,64 GiB,3200 MT/s,No,,,,,,,,0 units,8.00 GiB/vCPU,48 GiB,8.9,0,0.0000 units,2.6 GHz,,,,,450 GB NVMe SSD,Yes,Yes,x86_64,Up to 20 Gigabit,2000 Mbps,250 MB/s,8000 IOPS,5000 Mbps,625 MB/s,20000 IOPS,Yes,60.0,4.0,Yes,No,Yes,38.0,Yes,Yes,Yes,Unknown,No,,$2.2421 hourly,$1.4125 hourly,$0.8334 hourly,$0.9956 hourly,$2.3573 hourly,$1.5277 hourly,$0.9486 hourly,$1.2446 hourly,$2.4973 hourly,$1.6677 hourly,,,$2.3671 hourly,$1.4724 hourly,$0.9584 hourly,$1.2544 hourly,$2.6101 hourly,$1.7805 hourly,$0.6219 hourly,$0.6223 hourly,$33.144 hourly,$20.881 hourly,,,,,,,,,,,,,5-10%,,current,Ada Lovelace,32.0°C,Yes,4.74x,76.0W,76.0W,2520 MHz,2520 MHz,9001 MHz,1965 MHz,,2.2421
g6e.48xlarge,NVIDIA L40S,AMD EPYC 7R13 Processor,8.0,192 vCPUs,30.1312,L40S,AMD EPYC 7R13 Processor,8.0,192.0,30.1312,350,315.0,2520.0,280.0,96.0,2.9166666666666665,1.4583333333333333,280.0,2800.0,0.0028,10761.142857142857,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,G6e Graphics and Machine Learning GPU 48xlarge,g6e,"3,635,502.959",GPU instance,142.0 fps,1536 GiB,3200 MT/s,Yes,2.0,32.0,48.0,96.0,763916 MB,192.0 MB,Yes,0 units,8.00 GiB/vCPU,384 GiB,8.9,0,0.0000 units,2.6 GHz,,,,,7600 GB (4×1900 GB NVMe SSD),Yes,Yes,x86_64,400 Gigabit,60000 Mbps,7500 MB/s,240000 IOPS,60000 Mbps,7500 MB/s,240000 IOPS,Yes,2000.0,40.0,Yes,No,Yes,82.0,Yes,Yes,Yes,Unknown,No,,$30.1312 hourly,$18.9826 hourly,$4.8319 hourly,$9.9273 hourly,$31.9744 hourly,$20.8258 hourly,$6.6751 hourly,$13.8164 hourly,$33.9904 hourly,$22.8418 hourly,,,$30.2562 hourly,$19.0425 hourly,$4.9569 hourly,$12.0982 hourly,$38.9632 hourly,$27.8146 hourly,$12.2369 hourly,$12.564 hourly,$33.144 hourly,$20.881 hourly,,,,,,,,,,,,,10-15%,,current,"Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace",33.6°C,Yes,4.72x,78.0W,78.0W,2261 MHz,2261 MHz,9001 MHz,1868 MHz,,30.1312
g6e.4xlarge,NVIDIA L40S,AMD EPYC 7R13 Processor,1.0,16 vCPUs,3.0042,L40S,AMD EPYC 7R13 Processor,1.0,16.0,3.0042,350,315.0,315.0,280.0,96.0,2.9166666666666665,1.4583333333333333,23.33333333333333,338.3333333333333,0.0003383333333333,8879.408866995074,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,G6e Graphics and Machine Learning GPU Quadruple Extra Large,g6e,"343,366.06",GPU instance,143.0 fps,128 GiB,3200 MT/s,No,,,,,,,,0 units,8.00 GiB/vCPU,48 GiB,8.9,0,0.0000 units,2.6 GHz,,,,,600 GB NVMe SSD,Yes,Yes,x86_64,20 Gigabit,8000 Mbps,1000 MB/s,32000 IOPS,8000 Mbps,1000 MB/s,32000 IOPS,Yes,240.0,8.0,Yes,No,Yes,54.0,Yes,Yes,Yes,Unknown,No,,$3.0042 hourly,$1.8927 hourly,$1.1652 hourly,$1.1716 hourly,$3.177 hourly,$2.0655 hourly,$1.338 hourly,$1.3552 hourly,$3.401 hourly,$2.2895 hourly,,,$3.1292 hourly,$1.9526 hourly,$1.2902 hourly,$1.3074 hourly,$3.7402 hourly,$2.6287 hourly,$1.1945 hourly,$1.3177 hourly,$33.144 hourly,$20.881 hourly,,,,,,,,,,,,,>20%,,current,Ada Lovelace,30.0°C,Yes,4.76x,80.0W,80.0W,2520 MHz,2520 MHz,9001 MHz,1965 MHz,,3.0042
g6e.8xlarge,NVIDIA L40S,AMD EPYC 7R13 Processor,1.0,32 vCPUs,4.5286,L40S,AMD EPYC 7R13 Processor,1.0,32.0,4.5286,350,315.0,315.0,280.0,96.0,2.9166666666666665,1.4583333333333333,46.66666666666666,361.6666666666667,0.0003616666666666,12521.474654377878,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,G6e Graphics and Machine Learning GPU Eight Extra Large,g6e,"692,715.662",GPU instance,110.0 fps,256 GiB,3200 MT/s,No,,,,,,,,0 units,8.00 GiB/vCPU,48 GiB,8.9,0,0.0000 units,2.6 GHz,,,,,900 GB (2×450 GB NVMe SSD),Yes,Yes,x86_64,25 Gigabit,16000 Mbps,2000 MB/s,64000 IOPS,16000 Mbps,2000 MB/s,64000 IOPS,Yes,240.0,8.0,Yes,No,Yes,84.0,Yes,Yes,Yes,Unknown,No,,$4.5286 hourly,$2.853 hourly,$1.3352 hourly,$1.455 hourly,$4.8742 hourly,$3.1986 hourly,$1.6808 hourly,$2.0361 hourly,$5.3222 hourly,$3.6466 hourly,,,$4.6536 hourly,$2.9129 hourly,$1.4602 hourly,$1.8155 hourly,$6.0006 hourly,$4.325 hourly,$1.9839 hourly,$2.0594 hourly,$33.144 hourly,$20.881 hourly,,,,,,,,,,,,,15-20%,,current,Ada Lovelace,34.0°C,Yes,3.65x,78.0W,78.0W,2520 MHz,2520 MHz,9001 MHz,1965 MHz,,4.5286
g6e.xlarge,NVIDIA L40S,AMD EPYC 7R13 Processor,1.0,4 vCPUs,1.861,L40S,AMD EPYC 7R13 Processor,1.0,4.0,1.861,350,315.0,315.0,280.0,96.0,2.9166666666666665,1.4583333333333333,5.833333333333333,320.8333333333333,0.0003208333333333,5800.5194805194815,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,G6e Graphics and Machine Learning GPU Extra Large,g6e,"79,400.526",GPU instance,146.0 fps,32 GiB,3200 MT/s,No,,,,,,,,0 units,8.00 GiB/vCPU,48 GiB,8.9,0,0.0000 units,2.6 GHz,,,,,250 GB NVMe SSD,Yes,Yes,x86_64,Up to 20 Gigabit,1000 Mbps,125 MB/s,4000 IOPS,5000 Mbps,625 MB/s,20000 IOPS,Yes,60.0,4.0,Yes,No,Yes,18.0,Yes,Yes,Yes,Unknown,No,,$1.861 hourly,$1.1724 hourly,$0.8792 hourly,$1.0534 hourly,$1.9186 hourly,$1.23 hourly,$0.9368 hourly,$1.395 hourly,$1.9886 hourly,$1.30 hourly,,,$1.9173 hourly,$1.2224 hourly,$0.9355 hourly,$1.3937 hourly,$2.045 hourly,$1.3564 hourly,$0.4017 hourly,$0.4033 hourly,$33.144 hourly,$20.881 hourly,,,,,,,,,,,,,>20%,,current,Ada Lovelace,30.0°C,Yes,4.85x,82.0W,82.0W,2520 MHz,2520 MHz,9001 MHz,1965 MHz,,1.861
g6f.2xlarge,NVIDIA L4,AMD EPYC 7R13 Processor,0.25,8 vCPUs,0.475,L4,AMD EPYC 7R13 Processor,0.25,8.0,0.475,72,64.8,16.2,280.0,96.0,2.9166666666666665,1.4583333333333333,11.666666666666666,27.866666666666667,2.786666666666667e-05,17045.454545454544,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,G6F Double Extra Large,g6f,"174,083.342",GPU instance,66.0 fps,32 GiB,3200 MT/s,No,,,,,,,,0 units,4.00 GiB/vCPU,6 GiB,10.0,0,0.0000 units,2.6 GHz,,,,,200 GB NVMe SSD,Yes,Yes,x86_64,Up to 10 Gigabit,2000 Mbps,250 MB/s,8000 IOPS,5000 Mbps,625 MB/s,20000 IOPS,Yes,60.0,4.0,Yes,No,Yes,38.0,Yes,Yes,Yes,Unknown,No,,$0.475 hourly,,$0.1541 hourly,$0.2074 hourly,$0.5902 hourly,,$0.2693 hourly,$0.3816 hourly,$0.7302 hourly,,,,$0.60 hourly,,$0.2791 hourly,$0.3914 hourly,$0.843 hourly,,$0.4155 hourly,$0.4187 hourly,$14.685 hourly,$9.56 hourly,$0.9782 hourly,,$1.803 hourly,,$3.843 hourly,,$0.6102 hourly,,$1.435 hourly,,$3.475 hourly,,>20%,,current,,,No,2.18x,,,,,,,,0.475
g6f.4xlarge,NVIDIA L4,AMD EPYC 7R13 Processor,0.5,16 vCPUs,0.95,L4,AMD EPYC 7R13 Processor,0.5,16.0,0.95,72,64.8,32.4,280.0,96.0,2.9166666666666665,1.4583333333333333,23.33333333333333,55.73333333333333,5.573333333333334e-05,17045.454545454544,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,G6F Quadruple Extra Large,g6f,"348,754.836",GPU instance,122.0 fps,64 GiB,3200 MT/s,No,,,,,,,,0 units,4.00 GiB/vCPU,12 GiB,10.0,0,0.0000 units,2.6 GHz,,,,,450 GB NVMe SSD,Yes,Yes,x86_64,Up to 25 Gigabit,6000 Mbps,750 MB/s,24000 IOPS,6000 Mbps,750 MB/s,24000 IOPS,Yes,240.0,8.0,Yes,No,Yes,54.0,Yes,Yes,Yes,Unknown,No,,$0.95 hourly,,$0.3766 hourly,$0.4144 hourly,$1.1228 hourly,,$0.5494 hourly,$0.6157 hourly,$1.3468 hourly,,,,$1.075 hourly,,$0.5016 hourly,$0.5679 hourly,$1.686 hourly,,$0.831 hourly,$0.8343 hourly,$14.685 hourly,$9.56 hourly,$1.9564 hourly,,$3.606 hourly,,$7.686 hourly,,$1.2204 hourly,,$2.87 hourly,,$6.95 hourly,,15-20%,,current,,,No,4.07x,,,,,,,,0.95
g6f.large,NVIDIA L4,AMD EPYC 7R13 Processor,0.125,2 vCPUs,0.202,L4,AMD EPYC 7R13 Processor,0.125,2.0,0.202,72,64.8,8.1,280.0,96.0,2.9166666666666665,1.4583333333333333,2.9166666666666665,11.016666666666666,1.1016666666666666e-05,18335.85476550681,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,G6F Large,g6f,"40,677.277",GPU instance,17.0 fps,8 GiB,3200 MT/s,No,,,,,,,,0 units,4.00 GiB/vCPU,3 GiB,10.0,0,0.0000 units,2.6 GHz,,,,,100 GB NVMe SSD,Yes,Yes,x86_64,Up to 10 Gigabit,936 Mbps,117 MB/s,3750 IOPS,5000 Mbps,625 MB/s,20000 IOPS,Yes,20.0,2.0,Yes,No,Yes,10.0,Yes,Yes,Yes,Unknown,No,,$0.202 hourly,,$0.054 hourly,$0.0644 hourly,$0.2308 hourly,,$0.0828 hourly,$0.1113 hourly,$0.2658 hourly,,,,$0.2583 hourly,,$0.1103 hourly,$0.1388 hourly,$0.294 hourly,,$0.1148 hourly,$0.1148 hourly,$14.685 hourly,$9.56 hourly,$0.3616 hourly,,$0.774 hourly,,$1.794 hourly,,$0.2696 hourly,,$0.682 hourly,,$1.702 hourly,,<5%,,current,,,No,0.57x,,,,,,,,0.202
g6f.xlarge,NVIDIA L4,AMD EPYC 7R13 Processor,0.125,4 vCPUs,0.2375,L4,AMD EPYC 7R13 Processor,0.125,4.0,0.2375,72,64.8,8.1,280.0,96.0,2.9166666666666665,1.4583333333333333,5.833333333333333,13.933333333333334,1.3933333333333334e-05,17045.454545454544,resolved,resolved,benchmark_proxy,Closest EPYC Milan custom-SKU benchmark/reference listings,AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,G6F Extra Large,g6f,"70,975.469",GPU instance,30.0 fps,16 GiB,3200 MT/s,No,,,,,,,,0 units,4.00 GiB/vCPU,3 GiB,10.0,0,0.0000 units,2.6 GHz,,,,,100 GB NVMe SSD,Yes,Yes,x86_64,Up to 10 Gigabit,1000 Mbps,125 MB/s,4000 IOPS,5000 Mbps,625 MB/s,20000 IOPS,Yes,60.0,4.0,Yes,No,Yes,18.0,Yes,Yes,Yes,Unknown,No,,$0.2375 hourly,,$0.0859 hourly,$0.0904 hourly,$0.2951 hourly,,$0.1435 hourly,$0.1539 hourly,$0.3651 hourly,,,,$0.2938 hourly,,$0.1422 hourly,$0.1526 hourly,$0.4215 hourly,,$0.2078 hourly,$0.2101 hourly,$14.685 hourly,$9.56 hourly,$0.4891 hourly,,$0.9015 hourly,,$1.9215 hourly,,$0.3051 hourly,,$0.7175 hourly,,$1.7375 hourly,,5-10%,,current,,,No,0.99x,,,,,,,,0.2375
g7e.12xlarge,NVIDIA GB202,Intel Xeon Scalable (Emerald Rapids),2.0,48 vCPUs,8.2861,GB202,Intel Xeon Scalable (Emerald Rapids),2.0,48.0,8.2861,600,540.0,1080.0,350.0,96.0,3.6458333333333335,1.8229166666666667,87.5,1167.5,0.0011675,7097.301927194861,resolved,resolved,family_proxy,Representative Emerald Rapids Xeon benchmark/reference listings,Generic family label in source data; representative family proxy used.,G7E 12xlarge Extra Large,g7e,"1,199,200.533",GPU instance,71.0 fps,512 GiB,5600 MT/s,No,,,,,,,,0 units,10.67 GiB/vCPU,192 GiB,10.0,0,0.0000 units,3.2 GHz,,,,,3800 GB NVMe SSD,Yes,Yes,x86_64,400 Gigabit,25000 Mbps,3125 MB/s,100000 IOPS,25000 Mbps,3125 MB/s,100000 IOPS,Yes,640.0,10.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,$8.2861 hourly,,$1.6707 hourly,$1.7346 hourly,$8.8045 hourly,,$2.1891 hourly,$2.3168 hourly,$9.4765 hourly,,,,$8.4111 hourly,,$1.7957 hourly,$1.9234 hourly,$10.4941 hourly,,$3.0366 hourly,$3.0929 hourly,$36.459 hourly,,$11.3053 hourly,,$16.2541 hourly,,$28.4941 hourly,,$9.0973 hourly,,$14.0461 hourly,,$26.2861 hourly,,>20%,,current,"Blackwell, Blackwell",25.0°C,Yes,2.36x,81.0W,81.0W,2336 MHz,2336 MHz,12481 MHz,1954 MHz,,8.2861
g7e.24xlarge,NVIDIA GB202,Intel Xeon Scalable (Emerald Rapids),4.0,96 vCPUs,16.5722,GB202,Intel Xeon Scalable (Emerald Rapids),4.0,96.0,16.5722,600,540.0,2160.0,350.0,96.0,3.6458333333333335,1.8229166666666667,175.0,2335.0,0.002335,7097.301927194861,resolved,resolved,family_proxy,Representative Emerald Rapids Xeon benchmark/reference listings,Generic family label in source data; representative family proxy used.,G7E 24xlarge,g7e,"2,040,960.952",GPU instance,161.0 fps,1024 GiB,5600 MT/s,No,,,,,,,,0 units,10.67 GiB/vCPU,384 GiB,10.0,0,0.0000 units,3.2 GHz,,,,,7600 GB (2×3800 GB NVMe SSD),Yes,Yes,x86_64,800 Gigabit,50000 Mbps,6250 MB/s,200000 IOPS,50000 Mbps,6250 MB/s,200000 IOPS,Yes,1280.0,20.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,$16.5722 hourly,,$3.5631 hourly,$3.7601 hourly,$17.609 hourly,,$4.5999 hourly,$4.9939 hourly,$18.953 hourly,,,,$16.6972 hourly,,$3.6881 hourly,$4.0821 hourly,$20.9882 hourly,,$6.0732 hourly,$6.0732 hourly,$36.459 hourly,,$22.6106 hourly,,$32.5082 hourly,,$56.9882 hourly,,$18.1946 hourly,,$28.0922 hourly,,$52.5722 hourly,,>20%,,current,"Blackwell, Blackwell, Blackwell, Blackwell",25.3°C,Yes,5.37x,80.0W,80.0W,2342 MHz,2342 MHz,12481 MHz,1941 MHz,,16.5722
g7e.2xlarge,NVIDIA GB202,Intel Xeon Scalable (Emerald Rapids),1.0,8 vCPUs,3.3631,GB202,Intel Xeon Scalable (Emerald Rapids),1.0,8.0,3.3631,600,540.0,540.0,350.0,96.0,3.6458333333333335,1.8229166666666667,14.583333333333334,554.5833333333334,0.0005545833333333,6064.192336589031,resolved,resolved,family_proxy,Representative Emerald Rapids Xeon benchmark/reference listings,Generic family label in source data; representative family proxy used.,G7E Double Extra Large,g7e,"219,398.482",GPU instance,118.0 fps,64 GiB,5600 MT/s,No,,,,,,,,0 units,8.00 GiB/vCPU,96 GiB,10.0,0,0.0000 units,3.2 GHz,,,,,1900 GB NVMe SSD,Yes,Yes,x86_64,50 Gigabit,2000 Mbps,250 MB/s,8000 IOPS,5000 Mbps,625 MB/s,20000 IOPS,Yes,256.0,4.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,$3.3631 hourly,,$0.9936 hourly,$1.015 hourly,$3.4783 hourly,,$1.1088 hourly,$1.1516 hourly,$3.6183 hourly,,,,$3.4881 hourly,,$1.1186 hourly,$1.1614 hourly,$3.7311 hourly,,$0.7457 hourly,$0.7488 hourly,$36.459 hourly,,$3.8663 hourly,,$4.6911 hourly,,$6.7311 hourly,,$3.4983 hourly,,$4.3231 hourly,,$6.3631 hourly,,15-20%,,current,Blackwell,20.0°C,Yes,3.92x,29.0W,29.0W,180 MHz,180 MHz,405 MHz,600 MHz,,3.3631
g7e.48xlarge,NVIDIA GB202,Intel Xeon Scalable (Emerald Rapids),8.0,192 vCPUs,33.1443,GB202,Intel Xeon Scalable (Emerald Rapids),8.0,192.0,33.1443,600,540.0,4320.0,350.0,96.0,3.6458333333333335,1.8229166666666667,350.0,4670.0,0.00467,7097.28051391863,resolved,resolved,family_proxy,Representative Emerald Rapids Xeon benchmark/reference listings,Generic family label in source data; representative family proxy used.,G7E 48xlarge,g7e,"4,097,019.703",GPU instance,122.0 fps,2048 GiB,5600 MT/s,Yes,2.0,21.0,48.0,96.0,1023980 MB,320.0 MB,Yes,0 units,10.67 GiB/vCPU,768 GiB,10.0,0,0.0000 units,3.2 GHz,,,,,15200 GB (4×3800 GB NVMe SSD),Yes,Yes,x86_64,1600 Gigabit,100000 Mbps,12500 MB/s,400000 IOPS,100000 Mbps,12500 MB/s,400000 IOPS,Yes,2560.0,40.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,$33.1443 hourly,,$9.7119 hourly,$10.2196 hourly,$34.9875 hourly,,$11.5551 hourly,$12.5704 hourly,$37.0035 hourly,,,,$33.2693 hourly,,$9.8369 hourly,$10.8522 hourly,$41.9763 hourly,,$12.1464 hourly,$12.1464 hourly,$36.459 hourly,,$45.2211 hourly,,$65.0163 hourly,,$113.9763 hourly,,$36.3891 hourly,,$56.1843 hourly,,$105.1443 hourly,,>20%,,current,"Blackwell, Blackwell, Blackwell, Blackwell, Blackwell, Blackwell, Blackwell, Blackwell",25.3°C,Yes,4.05x,74.0W,74.0W,2072 MHz,2072 MHz,10972 MHz,1762 MHz,,33.1443
g7e.4xlarge,NVIDIA GB202,Intel Xeon Scalable (Emerald Rapids),1.0,16 vCPUs,3.9982,GB202,Intel Xeon Scalable (Emerald Rapids),1.0,16.0,3.9982,600,540.0,540.0,350.0,96.0,3.6458333333333335,1.8229166666666667,29.166666666666668,569.1666666666666,0.0005691666666666,7024.655929721816,resolved,resolved,family_proxy,Representative Emerald Rapids Xeon benchmark/reference listings,Generic family label in source data; representative family proxy used.,G7E Quadruple Extra Large,g7e,"383,524.43",GPU instance,152.0 fps,128 GiB,5600 MT/s,No,,,,,,,,0 units,8.00 GiB/vCPU,96 GiB,10.0,0,0.0000 units,3.2 GHz,,,,,1900 GB NVMe SSD,Yes,Yes,x86_64,50 Gigabit,8000 Mbps,1000 MB/s,32000 IOPS,8000 Mbps,1000 MB/s,32000 IOPS,Yes,512.0,8.0,Yes,No,Yes,120.0,Yes,Yes,Yes,Unknown,No,,$3.9982 hourly,,$1.2241 hourly,$1.2367 hourly,$4.171 hourly,,$1.3969 hourly,$1.4221 hourly,$4.395 hourly,,,,$4.1232 hourly,,$1.3491 hourly,$1.3743 hourly,$4.7342 hourly,,$1.1886 hourly,$1.2487 hourly,$36.459 hourly,,$5.0046 hourly,,$6.6542 hourly,,$10.7342 hourly,,$4.2686 hourly,,$5.9182 hourly,,$9.9982 hourly,,10-15%,,current,Blackwell,24.0°C,Yes,5.07x,81.0W,81.0W,2370 MHz,2370 MHz,12481 MHz,1950 MHz,,3.9982
