date,voll_mean,voll_min,voll_max,obs_count,ondemand_price_usd_per_hour,voll_ondemand_historical
2025-08-24,2665.915014164306,2306.600566572238,3053.059490084986,10,24.153,6842.0849899641
2025-08-25,2750.150141643059,2276.090651558073,3054.3342776203967,10,24.153,6842.0849899641
2025-08-26,2686.227143960855,2254.957507082153,3157.9036827195464,11,24.153,6842.0849899641
2025-08-27,2673.4277620396597,2243.456090651558,3167.7053824362606,10,24.153,6842.0849899641
2025-08-28,2740.2785646836637,2247.337110481586,3233.4277620396597,12,24.153,6842.0849899641
2025-08-29,2702.8526912181305,2265.6090651558075,3261.643059490085,10,24.153,6842.0849899641
2025-08-30,2773.984032964203,2286.543909348442,3269.376770538244,11,24.153,6842.0849899641
2025-08-31,2839.313818067359,2278.0169971671385,3241.728045325779,9,24.153,6842.0849899641
2025-09-01,2797.1340887629835,2285.325779036827,3132.7762039660056,12,24.153,6842.0849899641
2025-09-02,2762.9436003090395,2294.957507082153,3055.6373937677054,11,24.153,6842.0849899641
2025-09-03,2754.300283286119,2275.580736543909,3162.7478753541077,10,24.153,6842.0849899641
2025-09-04,2955.829623634156,2279.4900849858354,3435.297450424929,14,24.153,6842.0849899641
2025-09-05,2924.1558073654387,2277.1388101983002,3442.4645892351273,10,24.153,6842.0849899641
2025-09-06,2924.9386213408875,2260.7648725212466,3418.158640226629,12,24.153,6842.0849899641
2025-09-07,2786.266288951841,2300.8498583569403,3432.4362606232294,10,24.153,6842.0849899641
2025-09-08,2917.2412290259313,2308.441926345609,3421.2747875354107,13,24.153,6842.0849899641
2025-09-09,2890.0,2309.660056657224,3396.2889518413594,10,24.153,6842.0849899641
2025-09-10,2911.2567602369304,2454.2492917847026,3370.4249291784704,11,24.153,6842.0849899641
2025-09-11,2972.9513262941023,2537.903682719547,3329.4900849858354,11,24.153,6842.0849899641
2025-09-12,2969.394797836724,2667.337110481586,3267.1388101983,11,24.153,6842.0849899641
2025-09-13,2945.439093484419,2838.413597733711,3229.5467422096317,10,24.153,6842.0849899641
2025-09-14,3042.4457034938623,2913.0311614730876,3187.6487252124643,12,24.153,6842.0849899641
2025-09-15,3099.374195209889,2985.835694050991,3227.308781869688,11,24.153,6842.0849899641
2025-09-16,3180.1725469997427,3035.240793201133,3333.966005665722,11,24.153,6842.0849899641
2025-09-17,3174.468194694823,3034.1926345609063,3351.983002832861,11,24.153,6842.0849899641
2025-09-18,3194.7119924457033,3018.6685552407935,3378.271954674221,9,24.153,6842.0849899641
2025-09-19,3156.7067988668555,2988.7252124645893,3403.71104815864,12,24.153,6842.0849899641
2025-09-20,3187.7596789423988,3005.297450424929,3418.0736543909347,12,24.153,6842.0849899641
